eficiencia,tiempo,valor_total,score_instancia
0.00015379883112888343,0.024129390716552734,9536,1.5175881138269518
0.0,0.009752035140991211,7830,1.29127198917456
0.00035676061362825543,0.006006717681884766,8441,0.6841992703545448
0.0,0.005745887756347656,8980,1.6803112313937754
0.0,0.0,7858,1.300744248985115
0.0003365303718660609,0.016130685806274414,8651,0.8013864003932715
0.00014615609470914936,0.016193389892578125,9571,1.5468615203635587
0.0,0.01073908805847168,9015,1.6921515561569689
0.0,0.005105018615722656,9037,1.699594046008119
0.0,0.0,9529,1.8660351826792962
0.0,0.015851974487304688,8114,1.3873477672530448
0.0,0.01403498649597168,8307,1.452638700947226
0.0,0.003748178482055664,9034,1.6985791610284169
0.0,0.014097929000854492,8422,1.4915426251691475
0.0,0.0,8025,1.3572395128552097
0.0,0.030073165893554688,8915,1.6583220568335588
0.0,0.03107142448425293,8053,1.3667117726657645
0.0,0.01882314682006836,9174,1.7459404600811907
0.0,0.0,9388,1.8183355886332881
0.0,0.015981674194335938,8683,1.5798376184032477
0.0,0.0,9188,1.7506765899864682
0.0,0.016164302825927734,9112,1.7249661705006765
0.00023540489642184556,0.0,7623,0.6842863568368718
0.0,0.01620960235595703,8093,1.3802435723951285
0.0,0.01897454261779785,7525,1.1880920162381596
0.0,0.012528657913208008,7924,1.3230717185385656
0.0003502013657853266,0.015971899032592773,8376,0.6771717401240489
0.0,0.015940189361572266,7998,1.348105548037889
0.0,0.0,8085,1.3775372124492558
0.0,0.03162789344787598,8048,1.365020297699594
0.0,0.0,8765,1.6075778078484437
0.0,0.024359464645385742,8582,1.5456698240866036
0.0,0.007607460021972656,9368,1.8115696887686061
0.0,0.017978668212890625,8145,1.3978349120433018
0.0,0.014110565185546875,7535,1.1914749661705006
0.0,0.0,8571,1.5419485791610286
0.0002840909090909091,0.01594257354736328,8881,0.9988086634272358
0.0,0.01576375961303711,7681,1.2408660351826792
0.0,0.015805482864379883,7826,1.2899188092016238
0.0,0.0157620906829834,9141,1.7347767253044655
0.00018278194114421494,0.0,8535,1.1128443516546467
0.00023391812865497077,0.04946613311767578,7735,0.7255667133553323
0.0,0.01578044891357422,9219,1.7611637347767253
0.0,0.007488250732421875,7752,1.2648849797023005
0.0,0.005744218826293945,8230,1.4265899864682003
0.0,0.006006956100463867,9152,1.7384979702300405
0.0,0.008006572723388672,8487,1.513531799729364
0.0,0.017520427703857422,8184,1.4110284167794316
0.0,0.0157928466796875,9016,1.692489851150203
0.0,0.0160064697265625,8251,1.4336941813261164
0.0,0.0,6969,1.0
0.0001513317191283293,0.01621842384338379,9157,1.395001793864492
0.0,0.016086339950561523,9374,1.8135994587280109
0.0,0.024150609970092773,8145,1.3978349120433018
0.0,0.009840726852416992,7739,1.260487144790257
0.00017692852087756547,0.0,8259,1.0328265851502623
0.00018532246108228317,0.0293271541595459,8248,1.0099587626177262
0.0,0.0,8577,1.543978349120433
0.0,0.016196489334106445,8714,1.5903247631935047
0.0,0.0,9420,1.8291610284167794
0.0,0.0315546989440918,7937,1.327469553450609
0.0,0.015722990036010742,8601,1.5520974289580516
0.0,0.0,8038,1.361637347767253
0.0,0.0,8312,1.4543301759133964
0.0,0.015937328338623047,8834,1.6309201623815968
0.0,0.01585841178894043,8661,1.5723951285520974
0.0,0.01591205596923828,8502,1.5186062246278755
0.00030193236714975844,0.0,9202,1.0667049904231467
0.0,0.016042232513427734,8481,1.5115020297699595
0.0,0.01578497886657715,7656,1.2324086603518267
0.0,0.0,8870,1.6430987821380243
0.0,0.01867198944091797,8517,1.523680649526387
0.0,0.013108968734741211,7310,1.1153585926928282
0.00024131274131274132,0.0,7571,0.6532192229925654
0.0,0.016042470932006836,9925,2.0
0.0,0.0,8064,1.3704330175913397
0.00014821402104639098,0.01586437225341797,9794,1.617607173879515
0.0,0.018069744110107422,8802,1.6200947225981055
0.0,0.03521299362182617,7561,1.2002706359945874
0.0,0.011752605438232422,8633,1.5629228687415426
0.0,0.006961822509765625,8716,1.591001353179973
0.0,0.0162351131439209,7402,1.1464817320703653
0.0001650982334489021,0.01323246955871582,8677,1.2012187779468975
0.0,0.006486654281616211,8336,1.462449255751015
0.0,0.017236709594726562,8977,1.679296346414073
0.0,0.014121294021606445,9179,1.7476319350473613
0.00016666666666666666,0.0,8579,1.1644882724402346
0.0,0.015947818756103516,9325,1.79702300405954
0.00043840420868040335,0.0,9372,0.8129228687415426
0.00019825535289452815,0.01588916778564453,8386,1.0271435454603013
0.00018821757952192734,0.0,8287,1.0165485021930276
0.0,0.015840768814086914,9200,1.7547361299052775
0.00017655367231638418,0.0,8496,1.1138575281147984
0.00020312817387771684,0.015782594680786133,8192,0.9503994121102324
0.00016157699143641945,0.0,9326,1.428804181586301
0.00031655587211142766,0.01571822166442871,8902,0.9318602776353491
0.0,0.016310691833496094,7828,1.290595399188092
0.0,0.0,9467,1.8450608930987822
0.0003495281370150297,0.015616416931152344,8649,0.7710619081020056
0.0,0.003198385238647461,7549,1.1962110960757781
