eficiencia,tiempo,valor_total,score_instancia
0.00015379883112888343,0.011953592300415039,9536,1.5175881138269518
0.0,0.0,7830,1.29127198917456
0.00035676061362825543,0.01586008071899414,8441,0.6841992703545448
0.0,0.0,8980,1.6803112313937754
0.0,0.016178369522094727,7858,1.300744248985115
0.0003365303718660609,0.0,8651,0.8013864003932715
0.00014615609470914936,0.021760940551757812,9571,1.5468615203635587
0.0,0.013774871826171875,9015,1.6921515561569689
0.0,0.005746603012084961,9037,1.699594046008119
0.0,0.006221294403076172,9529,1.8660351826792962
0.0,0.007748126983642578,8114,1.3873477672530448
0.0,0.005220174789428711,8307,1.452638700947226
0.0,0.002742290496826172,9034,1.6985791610284169
0.0,0.0,8422,1.4915426251691475
0.0,0.01601433753967285,8025,1.3572395128552097
0.0,0.01592397689819336,8915,1.6583220568335588
0.0,0.015833377838134766,8053,1.3667117726657645
0.0,0.015814542770385742,9174,1.7459404600811907
0.0,0.0,9388,1.8183355886332881
0.0,0.016135692596435547,8683,1.5798376184032477
0.0,0.0,9188,1.7506765899864682
0.0,0.0,9112,1.7249661705006765
0.00023540489642184556,0.0158994197845459,7623,0.6842863568368718
0.0,0.03677678108215332,8093,1.3802435723951285
0.0,0.010609865188598633,7525,1.1880920162381596
0.0,0.015871286392211914,7924,1.3230717185385656
0.0003502013657853266,0.015967369079589844,8376,0.6771717401240489
0.0,0.0,7998,1.348105548037889
0.0,0.015825271606445312,8085,1.3775372124492558
0.0,0.015946149826049805,8048,1.365020297699594
0.0,0.01573348045349121,8765,1.6075778078484437
0.0,0.01584148406982422,8582,1.5456698240866036
0.0,0.0,9368,1.8115696887686061
0.0,0.016067028045654297,8145,1.3978349120433018
0.0,0.015787601470947266,7535,1.1914749661705006
0.0,0.0,8571,1.5419485791610286
0.0002840909090909091,0.015814781188964844,8881,0.9988086634272358
0.0,0.015700101852416992,7681,1.2408660351826792
0.0,0.015667438507080078,7826,1.2899188092016238
0.0,0.0,9141,1.7347767253044655
0.00018278194114421494,0.015550851821899414,8535,1.1128443516546467
0.0,0.03182220458984375,7735,1.2591339648173208
0.0,0.016134977340698242,9219,1.7611637347767253
0.0,0.0,7752,1.2648849797023005
0.0,0.015910625457763672,8230,1.4265899864682003
0.0,0.0,9152,1.7384979702300405
0.0,0.0,8487,1.513531799729364
0.0,0.03641319274902344,8184,1.4110284167794316
0.0,0.011491775512695312,9016,1.692489851150203
0.0,0.0,8251,1.4336941813261164
0.0,0.0,6969,1.0
0.0001513317191283293,0.020918846130371094,9157,1.395001793864492
0.0,0.027675390243530273,9374,1.8135994587280109
0.0,0.015450239181518555,8145,1.3978349120433018
0.0,0.0,7739,1.260487144790257
0.00017692852087756547,0.015817880630493164,8259,1.0328265851502623
0.00018532246108228317,0.01688241958618164,8248,1.0099587626177262
0.0,0.009767532348632812,8577,1.543978349120433
0.0,0.010023117065429688,8714,1.5903247631935047
0.0,0.022503376007080078,9420,1.8291610284167794
0.0,0.026823997497558594,7937,1.327469553450609
0.0,0.015651941299438477,8601,1.5520974289580516
0.0,0.015691041946411133,8038,1.361637347767253
0.0,0.0,8312,1.4543301759133964
0.0,0.019534587860107422,8834,1.6309201623815968
0.0,0.012038946151733398,8661,1.5723951285520974
0.0,0.016062021255493164,8502,1.5186062246278755
0.00030193236714975844,0.015681028366088867,9202,1.0667049904231467
0.0,0.0,8481,1.5115020297699595
0.0,0.03181886672973633,7656,1.2324086603518267
0.0,0.00821685791015625,8870,1.6430987821380243
0.0,0.03580427169799805,8517,1.523680649526387
0.0,0.0193483829498291,7310,1.1153585926928282
0.00024131274131274132,0.017257213592529297,7571,0.6532192229925654
0.0,0.014551877975463867,9925,2.0
0.0,0.01608562469482422,8064,1.3704330175913397
0.00014821402104639098,0.03192591667175293,9794,1.617607173879515
0.0,0.015804052352905273,8802,1.6200947225981055
0.0,0.047865867614746094,7561,1.2002706359945874
0.0,0.0,8633,1.5629228687415426
0.0,0.01580500602722168,8716,1.591001353179973
0.0,0.01614689826965332,7402,1.1464817320703653
0.0001650982334489021,0.015911579132080078,8677,1.2012187779468975
0.0,0.015961647033691406,8336,1.462449255751015
0.0,0.017391681671142578,8977,1.679296346414073
0.0,0.0,9179,1.7476319350473613
0.00016666666666666666,0.014621973037719727,8579,1.1644882724402346
0.0,0.0,9325,1.79702300405954
0.00043840420868040335,0.017830610275268555,9372,0.8129228687415426
0.00019825535289452815,0.015036821365356445,8386,1.0271435454603013
0.00018821757952192734,0.014731645584106445,8287,1.0165485021930276
0.0,0.0,9200,1.7547361299052775
0.00017655367231638418,0.015865564346313477,8496,1.1138575281147984
0.00020312817387771684,0.015987157821655273,8192,0.9503994121102324
0.00016157699143641945,0.006266355514526367,9326,1.428804181586301
0.00031655587211142766,0.0,8902,0.9318602776353491
0.0,0.025534868240356445,7828,1.290595399188092
0.0,0.0,9467,1.8450608930987822
0.0003495281370150297,0.0,8649,0.7710619081020056
0.0,0.016034364700317383,7549,1.1962110960757781
